sep=,
"Location","Document URI","Text","Annotation","Contributor","Date"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.333.xml","nubem","265 nubem malignam <Verg. Aen. 12,45-58> <Stat. Theb. 1,124> U R-S D  <Stat. Theb. 4,512> D U R-S<Stat. Theb. 2,321> R-S D","Lavinia Milic","18 May 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.329.xml"," placet ire per artas 205Cycladas","204-205  placet ire per artas Cycladas <Ov. met. 15,147> N iuvat ire par alta / astra","Lavinia Milic","19 May 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.329.xml","vix stetit","216 vix stetit <Stat, Theb. 11,474> N vix steterat campo","Lavinia Milic","19 May 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.333.xml","cedamus","259 cedamus <Verg. Aen. 3,188> N ? <Ov. am. 1,2,10> N ?","Lavinia Milic","19 May 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.333.xml","hac sine","265 hac sine <Ov. met.  2,204> N ?","Lavinia Milic","19 May 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.335.xml","primis","278 primis habenis <Stat. Theb. 9,684> N","Lavinia Milic","19 May 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.335.xml","aspera praebet ora","280-281 aspera praebet ora <Stat. Theb. 10,645> N","Lavinia Milic","19 May 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.329.xml","duros laxantem Aegaeona nexus 210missa sequi centumque dei numerare catenas.","209-210 <Ov. am. 1,6,25-28> T catena, audis duris ? (faible lien contextuel)","Lavinia Milic","19 May 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.329.xml","placet,","211 placet matri <Ov. am. 2,14,9> T l'élégie s'ouvre sur l'assertion que les femmes ne vont pas en guerre et vv. 13-14 réf. à Thétis portant dans son ventre Achille (mais l'élégie parle d'avortement)","Lavinia Milic","19 May 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.329.xml","placet","211 placet tutissima <Ov. her.  3,121-122> T lettre de Briseis à Achille, forte lien contextuel aussi avec les vv. précédent (Briseis dit qu'Achille préféra la gloire, cf. v. 116 pugna nocet citharae voxque venusque iuvant) ","Lavinia Milic","19 May 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.329.xml","stetit in ramis","216 stetit in ramis <Ov. am. 3,5,3> T ? (un oiseau)","Lavinia Milic","19 May 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.333.xml","habitus dignare meos","260 habitus dignare meos <Ov. her. 18,199> T tactu meum dignabere corpus (sens différent)","Lavinia Milic","19 May 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.333.xml","manu","261 manu Tirynthius <Ov. ars 1,187> T (Hercule qui enfant prned avec ses mains deux serpents)","Lavinia Milic","19 May 2015"
