sep=,
"Location","Document URI","Text","Annotation","Contributor","Date"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.313.xml","(one of the twain","Renommée poétique de Domitian, cf. Quint. inst. 10,91-2","Lavinia Milic","25 Feb 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.315.xml","did I trust Pelion","1) Possible inversion des régimes dat./acc. cf. Nuzzo, Sh.-B.

2) t.t. Gaffiot 5 'faire se produire, laisser se réaliser', avec idée de faute: ""Quid commisimus parvo (dat. poss.) <esse> Pelion cunabula (attr. de Pelion et antra) ...' ""Pourquoi ai-je laissé que cet enfant ait pour berceau le Pélion et l'antre d'un maître farouche""?","Lavinia Milic","25 Feb 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.317.xml"," the raped one’s","Gén. objectif","Lavinia Milic","25 Feb 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.317.xml"," second Jove’","R-S soulignent justement que la 'iunctura' que l'on pourrait aussi traduire par 'Jupiter favorable' ""renforce le parallèle avec la scène de l'Enéide (I, 227 sq.) où Vénus implore Jupiter en faveur de son fils"".
cf, Iupiter secundus dans le sens de favorable en Catul. 4,20-21","Lavinia Milic","25 Feb 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.317.xml","they hurry their foamy course,","Association de deux idées:
glomerare cursus (galop)
glomerare fretum (accumuler l'écume par le mouvement)
""de leur poitrail  ils rassemblent leurs courses écumantes = ils galopent en soulevant de l'écume de leur poitrail""","Lavinia Milic","25 Feb 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.321.xml","devised","Part. parf.de 'comminiscor'.
'Paratu's est un substantif (préparatif, dessein)","Lavinia Milic","25 Feb 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.313.xml","At tu","14 At tu <Stat. Theb. 1,22-33> R-S ","Lavinia Milic","26 Feb 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.313.xml","Itala virtus","14 Itala uirtus < Verg. Aen. XII, 827 > ? R-S","Lavinia Milic","26 Feb 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.313.xml","vatumque","15 uatumque ducumque certatim laurus < Stat. Theb. I, 17-22 > R-S","Lavinia Milic","26 Feb 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.313.xml","praeludit","19 praeludit < Stat. Theb. I, 32-33 > R-S","Lavinia Milic","26 Feb 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.315.xml","blande populatus","21 blande populatus < Verg. Aen. 10, 92 > ? R-S","Lavinia Milic","26 Feb 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.315.xml","materni","22 materni somni < Verg. Aen. VII, 319-320 > R-S","Lavinia Milic","26 Feb 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.315.xml","praesagia somni","22 praesagia somni < Stat. Theb. 5,620 > R-S D U","Lavinia Milic","26 Feb 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.315.xml","culpatum","23 culpatum <Verg. Aen. 2,602>  (culpatus Paris) R-S U
<Stat. Theb. 3,702>  <Stat. Theb. 6,287> R-S toujours en relation à des amours illicites","Lavinia Milic","26 Feb 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.315.xml","agnosco monitus et Protea vera locutum","32 agnosco monitus et Protea vera locutum <Ov. Met.11, 221-223> R-S  prophétie  de Protée","Lavinia Milic","26 Feb 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.315.xml","Bellona","34 Bellona <Verg. Aen. 7,319> R-S","Lavinia Milic","26 Feb 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.315.xml","non potui infelix","43 non potui infelix <Verg. Aen. 4,600> non potui <Verg. Aen. 4,596> infelix <Verg. Aen. 7,309> potui infelix N R-S D U","Lavinia Milic","26 Feb 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.315.xml","gurgite nostro","43 gurgite nostro <Stat. Theb. 9,377>  D N U","Lavinia Milic","02 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.317.xml","nunc quoque—sed","47 nunc quoque- sed <Verg. Aen. 1,135> N U quos ego- sed  (même aposiopèse)
<Stat. Theb. 7,210> <Stat. Theb. 8,60> D U","Lavinia Milic","02 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.317.xml","quod superest","49 quod superest <Stat. Theb. 9,215> N D R-S U <Stat Theb. 10,47> N D R-S U <Verg. Aen. 5,796> N D R-S U contexte semblable
<Stat. Theb. 12,161> D U <Verg. Aen. 9,157> D R-S U <Verg. Aen. 11,15> U  cheville initiale lucrétienne","Lavinia Milic","02 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.317.xml","grandaevumque patrem ","50 grandaevumque patrem <Ov. met. 8,520> N <Ov. met. 2,509-510>N Oceanumque senem, supplex miseranda","Lavinia Milic","02 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.317.xml"," diffusus nectare","53 <Ov. met. 3,318> N R-S Iovem diffusum... nectare (sens différent 'égayé par le nectar') 
R-S p. 162 ""cette image... introduit une note d'ironie légèrement irrrévérencieuse"".

MAIS il y a plus : le contexte du passage des met. est celui de la diatribe sur qui jouit plus, hommes ou femmes: pour résoudre la question Jupiter et Junon  s'adressent à Tyrésias qui a été successivement homme et femme --> thème en relation avec celui de l'Ach.","Lavinia Milic","02 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.317.xml","cete","55 cete <Verg. Aen. 5,822> N U immania cete","Lavinia Milic","02 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.317.xml","Tyrrhenique greges","56 Tyrrheni greges <Ov. met. 3,670-686> N (livre 3 parle des légendes thébaines, ici de la métamorphose des pirates thyrréniens en dauphins)","Lavinia Milic","02 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.317.xml","iugales","50 iugales <Verg. Aen. 7,280> N U <Ov. met. 5,661> N sens d'attelage, fréquent dans Stace (14 X)","Lavinia Milic","02 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.317.xml","pone natant delentque pedum vestigia cauda","60 <Stat. Theb. 2,46-47> N","Lavinia Milic","02 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.317.xml","pone natant delentque pedum vestigia cauda","60 <Stat.Theb. 2,46-47> N R-S  U description des chevaux de Neptune","Lavinia Milic","02 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.317.xml","genitor rectorque","62 genitor rectorque <Ov. met. 9,245> N Jupiter se définit 'rectorque paterque' des dieux Olympiens","Lavinia Milic","02 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.317.xml","genitor","61 genitor profundi <Ov. met. 11,202> N R-S U Neptune 'tridentigero tumidi genitore profundi'","Lavinia Milic","02 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.317.xml","‘Sire and ruler of the mighty deep","Cf. intertextes ovidiens. 
Modèle structurel: Verg. Aen. 1,65-75; ""modèles secondaires pour la situation d'élocution: la supplique de Vénus à Jupiter (I,227sq.) et la requête de Vénus à Neptune afin d'obtenir une mer calme pour Enée (Aen. V,779 sq.)"" R-S p. 163","Lavinia Milic","02 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.317.xml","‘O","61-76 <Verg. Aen. 1,65-75> N R-S (requête de Junon à Eole) ""Modèle... structurel et thématique... avec quelques  échos verbaux"" R-S p. 163","Lavinia Milic","02 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.317.xml","ex quo","64-65 ex quo...rapina <Ov. am. 2,11,1-2> N R-S U schetliasmos fréquent contre le 1er voyage en mer (Argo)","Lavinia Milic","02 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.317.xml","puppis Pagasaea","65 puppis Pegasaea <Ov. met. 7,1>  <Ov. met. 13,24> N D U","Lavinia Milic","02 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.317.xml","maiestatemque","64 maiestatemque <Ov. met. 4,540> N","Lavinia Milic","02 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.317.xml","quos gemitus","68 quos gemitus daturus <Verg. Aen. 4,409> N D R-S quosve dabas gemitus Ici ce sont les pleurs de Didon (causés indirectement par le rapt d'Hélène car: rapt --> destruction deTroie --> départ d'Enée --> arrivée à Carthage)
cf. différence du temps (futur/ impf)
<Verg. Aen. 6,872-873> U <Ov. her. 5,120> U","Lavinia Milic","02 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.317.xml","gaudia palmae","69 gaudia palmae < Verg. Aen. 5,70> N D praemia palmae cf. apparat","Lavinia Milic","02 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.319.xml","obrue puppes","72 obrue puppes < Verg. Aen. 1,69> N R-S U","Lavinia Milic","02 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.319.xml"," fas sit","73 fas sit <Stat. Theb. 11,162> N
<Verg. Aen. 5,800-801> U","Lavinia Milic","02 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.319.xml"," laniata genas","77 laniata genas <Verg. Aen. 12,606-607> N D R-S U réaction de Lavinia à la nouvelle du suicide de sa mère
<Ov. met. 11,681> R-S","Lavinia Milic","02 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.319.xml","pectore nudo","77 pectore nudo <Stat. Theb. 7,481> N D U <Stat. Theb.11,418-419> N D R-S U
<Ov. met. 3,178> <Ov. met. 9,237>  R-S Néréides plus ou moins dénudées","Lavinia Milic","02 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.319.xml","dictisque ita mulcet amicis","79 dictisque ita mulcet amicis <Stat. Theb. 3,294> N D  U hémistiche identique (situation semblable: Mars ve calmer par ses mots Vénus)
<Stat. Theb. 3,293-294> R-S
<Verg. Aen. 2,147> N D R-S  U dictisque ita fatur amicis (Priam s'adresse à Sinon) <Verg. Aen. 5,770> D R-S U <Verg. Aen. 8,126> D R-S U <Verg. Aen. 10,466> D R-S <Stat. Theb. 1,478> <Stat. Theb. 3,178> D N U
<Verg. 5,816> R-S U
<Verg. Aen. 1,153> U <Verg. Aen. 1,197> U <Ov. met. 1,390-391> U","Lavinia Milic","02 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.319.xml","Ne pete","80 ne pete <Verg. Aen. 7,96> N réponse de Faunus au roi Latinus","Lavinia Milic","02 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.319.xml","fata vetant","81 fata vetant <Stat. Theb.  3,316> (discours de Mars) <Stat. Theb. 5,179> N D R-S <Stat. Theb. 9,254> D R-S pas en début de vers
<Verg. Aen. 1,39> R-S U
<Verg. Aen. 4,440> <Verg. Aen. 8,398> <Ov. met. 3,548> <Stat. Theb. 3,316> <Stat. Theb. 5,179> <Stat. Theb. 9,254> U","Lavinia Milic","02 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.319.xml","Europamque Asiamque ","82 Europamque Asiamque <Verg. Aen. 10,90-91> N R-S U Assemblée des dieux discussion entre Vénus et Junon, référence au rapt qui soulève l'Europe contre l'Asie et réponse de Jupiter cf. Aen. 1,113 fata viam invenient
cf. Ach. 1,410 et 730
<Verg. Aen. 7,224> <Verg. Aen. 1,385> <Ov.  am. 2,12,18> U","Lavinia Milic","02 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.319.xml"," quanta","84-85 quanta funera <Stat. Theb. 2,460-461> N R-S","Lavinia Milic","02 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.321.xml"," dirum","94 dirum Ulixem <Verg. Aen. 2,261> <Verg. Aen. 2,762> N D U","Lavinia Milic","02 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.321.xml","vultum demissa","95 vultum demissa <Verg. Aen. 1,561> Dido vultum demissa profatur <Stat. Theb. 4,68> N U demisso vultu","Lavinia Milic","02 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.321.xml","ter conata","99 ter conata ter <Verg. Aen. 2,792-793> N R-S  <Verg. Aen. 3,566-567> R-S <Verg. Aen. 4,690-691> R-S <Verg. Aen. 8,230-231> R-S  <Verg. Aen. 3,566-567> R-S  <Verg.  Aen. 10,685> R-S  < Verg. Aen. 6,700> N <Ov. her. 4,7> N
cliché stylistique de l'épopée pour décrire une tentative qui fait faillite (contrairement à l'usage qu'en fait Stace ici)","Lavinia Milic","02 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.321.xml","vestigia","103 vestigia circuit <Stat. Theb. 8,131-132> N
<Ov. met. 11,232> U","Lavinia Milic","02 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.321.xml","conubialia","101 conubialia <Ov. her. 6,41> <Stat. Theb. 5,112> N D U","Lavinia Milic","02 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.315.xml","Amyclas","21 Amyclas <Ov. ars 2,5> U ""Stace fait allusion de manière programmatique à la version élégiaque du rapt d'Hélène (ars. 2,3-6)""
<Verg. Aen. 10,564> U","Lavinia Milic","02 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.315.xml","incautas","21 incautas <Ov. ars 2,359-373> U référence à l'imprudence de Ménélas qui avait laissé seule Hélène?","Lavinia Milic","02 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.315.xml","praesagia","22 praesagia <Verg. Aen. 7,319-322>  <Verg. Aen. 10,704-705>  <Ov. her. 16,45-50> <Stat. Ach. 1,129-130> U","Lavinia Milic","02 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.315.xml","heu numquam vana parentum auguria","25-26 heu numquam vana parentum auguria <Verg. Aen. 10,843> U agnovit longe gemitum praesaga malis mens
<Verg. Aen. 1,392> U ni frustra augurium vani docuere parentes","Lavinia Milic","02 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.313.xml","virtus","14 uirtus <Verg. Aen. 10, 410>","Kevin Udrisard","26 Feb 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.313.xml","Itala virtus","14 Itala uirtus <Verg. Aen. 12, 827> U","Kevin Udrisard","26 Feb 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.313.xml","olim","16 olim 
<Stat. Theb. 1, 312>U
<Stat. Theb. 6, 387>U
<Stat. Theb. 7, 304>U
<Stat. Theb. 7, 779>U
<Stat. Theb. 10, 362>U
<Stat. Ach. 1, 312> U
<Ov. ars. 2, 125> U
","Kevin Udrisard","26 Feb 2015"
